AltAGL,Time,AltB,AltGPS,AltMSL,AltMSL Lag Diff,amp1,amp2,BaroA,COM1,COM2,CRS,E1 CHT Variance,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT Variance,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 FFlow,E1 OilP,E1 OilT,E1 RPM,FQtyL,FQtyR,GndSpd,HAL,HCDI,HDG,HPLfd,HPLwas,IAS,LatAc,Latitude,Longitude,MagVar,NormAc,OAT,Pitch,Roll,TAS,Total Fuel,TRK,volt1,volt2,VPLwas,VSpd,VSpdG,WndDr,WndSpd,WptBrg,WptDst
1643,4204,2474.5,2369.4,2456.2,-82.1,0.4,0.1,29.99,122.85,123.5,160.5,40.03,284.58,315.11,313.03,324.61,41.04,1235.32,1212.69,1253.73,1232.27,6.28,66.7,161.85,1971.6,14.95,18.19,85.39,3704,NaN,178.9,10,10,92.8,0.01,48.301693,-97.3341217,3.2,0.03,13.5,1.72,1.29,97,33.14,176,28.2,28.2,14,-306.87,-275.6,-162.4,14.6,NaN,NaN
1640,4205,2471.5,2366.5,2453.3,-72.6,0.3,0,29.99,122.85,123.5,160.5,39.95,283.91,314.25,312.25,323.86,37.85,1239.57,1219.03,1256.88,1236.17,7,67.48,161.78,2036.6,15,17.95,85.08,3704,NaN,178,10,10,94.05,0,48.3013153,-97.3341141,3.2,-0.01,13.5,1.35,-0.23,98,32.95,176.4,28.1,28.1,14,-332.98,-192.9,-162.1,14.55,NaN,NaN
1637,4206,2471.5,2364,2450.7,-63.2,0.3,0,29.99,122.85,123.5,160.5,39.99,283.17,313.43,311.5,323.16,33.62,1243.02,1226.46,1260.08,1239.22,8.12,68.29,161.7,2111,15,17.74,84.93,3704,NaN,178.4,10.5,10,94.31,0.03,48.3008881,-97.3341141,3.2,-0.01,13.5,1.27,-1.83,98,32.74,176.1,28.1,28.1,14,-199.51,-153.5,-161.8,14.49,NaN,NaN
1635,4207,2466.5,2362.3,2449,-52.5,0.4,0,29.99,122.85,123.5,160.5,39.77,282.6,312.59,310.73,322.37,28.43,1246.94,1235.99,1264.42,1241,8.87,69.55,161.66,2202.4,14.93,17.58,85.1,3704,NaN,177.5,10,10,93.69,0,48.3005142,-97.3341064,3.2,0.03,13.5,1.38,-1.94,98,32.51,175.8,28.2,28.2,14,-205.68,-90.6,-161.7,14.43,NaN,NaN
1635,4208,2468.5,2361.4,2448.2,-41.5,0.4,0.1,29.99,132.3,123.5,160.5,39.82,281.88,311.72,309.95,321.7,27.58,1251.81,1243.59,1270.28,1242.7,9.43,69.32,161.66,2265.1,14.93,17.58,85.51,3704,NaN,176.2,10,10,93.99,-0.03,48.3001175,-97.3340912,3.2,-0.02,13.5,1.27,-1.34,98,32.51,175.3,28.2,28.2,14,-128.55,-47.2,-161.5,14.36,NaN,NaN
1634,4209,2473.5,2360.3,2447.1,-31.9,0.3,0.1,29.99,132.3,123.5,160.5,39.78,281.24,310.93,309.23,321.02,30.84,1257.33,1253.23,1276.67,1245.83,9.7,70.32,161.65,2302.5,14.93,17.68,85.96,3704,NaN,176.3,10,10,95.96,-0.01,48.2997169,-97.3340683,3.2,-0.07,13.5,1.7,-0.24,100,32.61,174.7,28.1,28.1,13,39.73,-70.9,-161.5,14.29,NaN,NaN
1631,4210,2468.5,2357.7,2444.4,-26.6,0.3,0,29.99,132.3,123.5,160.5,39.74,280.53,310.1,308.46,320.27,34.3,1265.62,1264.56,1285.91,1251.61,10.01,70.22,161.66,2337.4,14.91,17.68,86.31,3704,NaN,175.6,10,10,97.51,-0.01,48.2992439,-97.3340454,3.2,0.07,13.5,2.49,0.03,102,32.59,174.6,28.1,28.1,14,-1.24,-122,-161.6,14.23,NaN,NaN
1632,4211,2463.5,2359.1,2445.9,-22,0.4,0,29.99,132.3,123.5,160.5,39.74,279.42,308.81,307.22,319.16,38.13,1280.76,1280.13,1299.21,1261.08,10.19,70.78,161.68,2355,14.88,17.77,86.58,3704,NaN,174.2,10.5,10,96.43,-0.01,48.2985229,-97.3339996,3.2,0.08,13.5,2.91,-1.66,100,32.65,174.5,28.2,28.2,14,-130.67,82.7,-162,14.12,NaN,NaN
1634,4212,2471.5,2360.8,2447.6,-17.9,0.4,0.1,29.99,132.3,124.575,160.5,39.77,278.77,308.14,306.58,318.54,39.42,1288.37,1287.39,1304.97,1265.55,10.13,70.7,161.7,2359,14.88,17.74,86.54,3704,NaN,173.6,10,10,98.36,-0.02,48.29813,-97.3339767,3.2,-0.04,13.5,2.81,-0.54,102,32.62,174.2,28.1,28.1,14,42.47,66.9,-162.4,14.08,NaN,NaN
1633,4213,2475.5,2359.4,2446.2,-14.5,0.3,0,29.99,132.3,124.575,160.5,39.88,278.11,307.54,305.94,317.99,40.23,1293.27,1294.74,1310.19,1269.96,10.17,70.35,161.7,2362.4,14.95,17.6,86.44,3704,NaN,172.7,10,10,98.52,-0.03,48.2977066,-97.333931,3.2,0.01,13.5,2.72,-1.09,103,32.55,173.9,28.1,28.1,14,158.25,-66.9,-162.9,14.04,NaN,NaN
1630,4214,2473.5,2356.9,2443.7,-12.5,0.2,0,29.99,132.3,124.575,160.5,39.96,277.47,306.93,305.33,317.43,40.73,1296.75,1301.31,1314.58,1273.85,10.09,70.45,161.7,2368.5,15.05,17.34,86.4,3704,NaN,172.9,10,10,98.55,-0.02,48.2973061,-97.3339005,3.2,-0.05,13.5,2.33,-2.27,103,32.39,173.3,28.2,28.1,13,116.26,-129.9,-163.6,14.02,NaN,NaN
1627,4215,2468.5,2353.5,2440.3,-13,0.4,0,29.99,132.3,124.575,160.5,40.02,276.95,306.36,304.75,316.97,41.02,1299.8,1305.92,1318.32,1277.3,9.97,70.14,161.71,2351.9,15.15,17.04,86.52,3704,NaN,172.6,10,10,96.39,0.01,48.2969208,-97.3338623,3.2,-0.07,13.5,2.33,1.43,100,32.19,172.9,28.2,28.2,14,-21.7,-200.8,-164.4,14,NaN,NaN
1619,4216,2463.5,2348.9,2435.7,-15,0.3,0.1,29.99,132.3,124.575,160.5,40.16,276.32,305.82,304.19,316.48,40.57,1301.95,1309.85,1321.21,1280.64,10.03,70.07,161.72,2355.9,15.32,17.04,86.77,3704,NaN,171.7,10,10,95.9,-0.04,48.296505,-97.3338165,3.2,-0.04,13.8,2.24,0.99,100,32.36,172.6,28.1,28.2,14,-154.77,-267.7,-165.4,13.99,NaN,NaN
1615,4217,2459.5,2344.2,2431,-18,0.3,0,29.99,132.3,119.4,160.5,40.24,275.84,305.3,303.66,316.08,38.72,1304.64,1312.42,1322.65,1283.93,10.11,69.96,161.7,2344.3,15.32,16.85,87.03,3704,NaN,172.5,10.5,10,95.98,-0.01,48.2961197,-97.3337784,3.2,0.05,13.8,2.18,0.7,100,32.17,172.7,28.1,28.1,14,-204.47,-291.3,-166.3,13.97,NaN,NaN
1609,4218,2451.5,2339,2425.8,-22.4,0.2,0,29.99,132.3,119.4,160.5,40.38,275.27,304.81,303.17,315.65,36.9,1307.9,1314.97,1323.98,1287.08,10.13,70.16,161.66,2348.7,15.36,16.69,87.43,3704,NaN,172.2,10,10,95.11,-0.04,48.2957153,-97.333725,3.2,0.04,13.8,1.94,2.3,99,32.05,172.7,28.2,28.1,14,-317.96,-287.4,-167.4,13.93,NaN,NaN
1606,4219,2450.5,2336.1,2422.9,-24.2,0.4,0,29.99,132.3,119.4,160.5,40.55,274.73,304.37,302.68,315.28,35.3,1310.61,1317.84,1325.41,1290.11,9.96,70.01,161.63,2352.3,15.46,16.58,87.9,3704,NaN,173.1,10,10,96.25,-0.04,48.295311,-97.3336868,3.2,0.03,13.8,1.3,0.29,100,32.04,172.7,28.2,28.2,14,-275.68,-185,-168.4,13.89,NaN,NaN
1609,4220,2440.5,2335.7,2422.5,-21.9,0.4,0,29.99,132.3,119.4,160.5,40.67,274.22,303.92,302.23,314.89,34.46,1312.6,1320.72,1327.51,1293.05,10.01,70.59,161.6,2346.1,15.48,16.47,88.56,3704,NaN,174,10,10,96.22,0.04,48.2949028,-97.3336411,3.2,0.05,13.8,1.1,1.83,100,31.95,172.7,28.2,28.1,13,-318.43,-43.3,-169.5,13.84,NaN,NaN
1613,4221,2439.5,2339.3,2426.1,-19.8,0.3,0,29.99,132.3,119.4,160.5,40.86,273.71,303.49,301.8,314.57,33.93,1313.88,1322.79,1329.3,1295.37,10.15,69.95,161.57,2350.6,15.53,16.47,89.38,3704,NaN,171.9,10,10,95.86,-0.02,48.2944908,-97.3336029,3.2,-0.03,13.8,1.1,-1.78,100,32,172.9,28.1,28.1,13,-329.41,189,-170.4,13.79,NaN,NaN
1619,4222,2452.5,2342.5,2429.2,-18.4,0.2,0,29.99,132.3,119.4,160.5,41.05,273.21,303.13,301.4,314.26,33.52,1314.78,1324.27,1330.67,1297.15,10.15,69.69,161.52,2360.5,15.58,16.47,89.79,3704,NaN,171.9,10,10,98.81,0.03,48.2940826,-97.3335571,3.2,0.2,13.8,2.88,-3.07,103,32.05,172.4,28.1,28.1,14,47.26,192.9,-171.4,13.72,NaN,NaN
1624,4223,2452.5,2347.8,2434.6,-11.6,0.3,0,29.99,132.3,119.4,160.5,41.26,272.73,302.76,301.03,313.99,33.25,1316.54,1326.6,1332.35,1299.1,10.21,70.62,161.48,2365.3,15.58,16.47,89.81,3704,NaN,170.5,10.5,10,99.09,-0.02,48.293644,-97.3335037,3.2,0.14,13.8,3.96,-3.82,103,32.05,171.8,28.2,28.2,14,120.48,291.3,-172.3,13.64,NaN,NaN
1636,4224,2462.5,2356.9,2443.7,0,0.4,0,29.99,132.3,119.4,160.5,41.47,272.23,302.38,300.63,313.7,33.51,1318.2,1328.78,1334.62,1301.11,10.14,70.59,161.44,2367.7,15.56,16.47,89.18,3704,NaN,170.1,10,10,99.07,-0.03,48.2931938,-97.3334274,3.2,0.08,13.8,4.98,-7.04,103,32.03,170.4,28.2,28.2,14,287.22,464.6,-173.4,13.57,NaN,NaN
1643,4225,2480.5,2363.7,2450.4,10.1,0.3,0,29.99,132.3,119.4,160.5,41.76,271.49,301.75,300,313.25,33.63,1320.2,1332.07,1337.65,1304.02,10.09,70.14,161.33,2353.7,15.56,16.53,88.46,3704,NaN,168.3,10,10,98.55,-0.01,48.2924194,-97.3332443,3.2,-0.02,13.8,2.21,-3.93,103,32.09,167.7,28.1,28.1,13,496.91,102.4,-175.4,13.46,NaN,NaN
1641,4226,2479.5,2361.3,2448.1,12.4,0.3,0,29.99,132.3,119.4,160.5,41.93,271.11,301.49,299.7,313.04,34.44,1322.12,1333.3,1339.37,1304.93,10.15,69.93,161.28,2357.7,15.48,16.64,88.48,3704,NaN,167.4,10,10,98.17,-0.01,48.2919998,-97.3331375,3.2,0.08,13.8,2.4,-0.65,102,32.12,166.6,28.2,28.2,13,360.48,-98.4,-176.4,13.43,NaN,NaN
1637,4227,2472.5,2357.2,2444,13,0.3,0,29.99,132.3,119.4,160.5,42.29,270.41,301,299.24,312.7,34.18,1323.69,1333.99,1341.02,1306.84,10.09,69.66,161.2,2355.5,15.48,16.69,88.72,3704,NaN,166.5,10.5,10,98.09,-0.03,48.2912292,-97.3329086,3.2,-0.17,13.8,2.79,-0.18,102,32.17,165.9,28.1,28.1,14,-34.96,-118.1,-178.2,13.39,NaN,NaN
1633,4228,2472.5,2354,2440.8,15,0.4,0,29.99,132.3,119.4,160.5,42.44,270.09,300.79,298.99,312.53,33.57,1324.42,1334.34,1341.93,1308.36,9.96,69.85,161.15,2357.2,15.41,16.74,88.66,3704,NaN,167.6,10,10,98.91,-0.01,48.2908287,-97.3327942,3.2,0.04,13.8,2.7,-2.63,103,32.15,165.3,28.1,28.1,14,-36.41,-169.3,-179,13.37,NaN,NaN
1631,4229,2465.5,2351.5,2438.3,15.4,0.3,0,29.99,132.3,119.4,160.5,42.6,269.81,300.55,298.75,312.41,32.26,1324.57,1336.01,1342.44,1310.18,9.91,69.91,161.09,2357,15.41,16.66,88.76,3704,NaN,166.8,10,10,97.42,-0.04,48.2904282,-97.3326645,3.2,0.01,13.8,2.58,1.09,102,32.07,164.8,28.2,28.2,14,-179.61,-165.4,-179.8,13.37,NaN,NaN
1629,4230,2464.5,2349.7,2436.5,14,0.3,0,29.99,132.3,119.4,160.5,42.79,269.53,300.36,298.58,312.32,31.64,1326.07,1337.6,1343.36,1311.72,9.98,69.84,161.04,2351.4,15.41,16.69,88.87,3704,NaN,166.8,10,10,97.48,-0.02,48.2900276,-97.3325348,3.2,-0.09,13.8,2.47,0.42,102,32.1,164.7,28.2,28.2,13,-174.75,-122,179.6,13.37,NaN,NaN
1626,4231,2460.5,2346.3,2433.1,7,0.5,0.1,29.99,132.3,119.4,160.5,42.92,269.27,300.2,298.41,312.19,31.3,1325.95,1338.74,1344.36,1313.06,9.99,69.86,161,2360.9,15.41,16.66,88.93,3704,NaN,166.2,10,10,98.69,0.02,48.2896309,-97.3324127,3.2,0.15,13.8,2.85,2.63,103,32.07,164.7,28.1,28.1,14,-182.65,-196.9,179.1,13.37,NaN,NaN
1626,4232,2454.5,2346.8,2433.6,4.4,0.3,0,29.99,132.3,119.4,160.5,43.04,269.03,300.02,298.24,312.07,30.81,1326.18,1339.42,1344.78,1313.97,10.06,70.05,160.93,2363.6,15.36,16.66,88.97,3704,NaN,164.7,10,10,98.49,-0.02,48.2892036,-97.3322754,3.2,-0.04,13.8,2.69,2.86,103,32.02,165.2,28.1,28.1,14,-265.3,3.9,178.6,13.38,NaN,NaN
1632,4233,2462.5,2348.4,2435.2,0.6,0.3,0,29.99,132.3,119.4,160.5,43.2,268.84,299.87,298.1,312.04,30.64,1327.29,1340.44,1345.11,1314.47,9.99,69.85,160.88,2357.1,15.36,16.66,88.89,3704,NaN,166.6,10.5,10,98.35,-0.02,48.2888184,-97.3321609,3.2,-0.01,13.8,3.8,2.18,103,32.02,165.2,28.2,28.2,14,-38.94,82.7,178.2,13.39,NaN,NaN
1635,4234,2454.5,2351.4,2438.2,-5.5,0.3,0.1,29.99,132.3,119.4,160.5,43.29,268.63,299.77,297.99,311.92,30.74,1325.9,1341.33,1345.92,1315.18,10.21,70.12,160.83,2357,15.36,16.66,88.72,3704,NaN,167.5,10,10,96.44,0.05,48.2884216,-97.3320389,3.2,0.08,14,4.16,0.83,101,32.02,165.5,28.2,28.2,14,-68.48,149.6,177.8,13.4,NaN,NaN
1642,4235,2453.5,2358.6,2445.3,-5.1,0.3,0.1,29.99,132.3,119.4,160.5,43.46,268.51,299.71,297.92,311.97,31.05,1324.78,1342.27,1346.74,1315.69,10.02,69.33,160.78,2349.4,15.39,16.69,88.44,3704,NaN,165,10,10,95.56,-0.06,48.2879982,-97.3319168,3.2,0.11,14,4.57,-2.36,100,32.08,165.9,28.2,28.2,14,-177.77,374,177.4,13.4,NaN,NaN
1649,4236,2471.5,2366,2452.8,4.7,0.3,0,29.99,132.3,119.4,160.5,43.6,268.36,299.58,297.8,311.96,31.33,1324.42,1342.7,1347.22,1315.89,10.09,69.95,160.7,2349.4,15.36,16.8,87.86,3704,NaN,166.2,10,10,97.64,-0.01,48.2876129,-97.3317947,3.2,0.05,14,5.23,-4.1,102,32.16,164.9,28.1,28.1,13,240.46,476.4,177.1,13.38,NaN,NaN
1658,4237,2477.5,2374.9,2461.7,17.7,0.3,0,29.99,132.3,119.4,160.5,43.65,268.17,299.48,297.72,311.82,31.38,1324.36,1343.03,1347.63,1316.25,10,69.44,160.62,2341.7,15.32,16.74,87.38,3704,NaN,166.5,10.5,10,93.86,-0.02,48.28722,-97.331665,3.2,-0.14,14,3.47,-2.78,98,32.06,163.8,28.2,28.2,14,362.16,539.4,176.7,13.36,NaN,NaN
1665,4238,2484.5,2381.3,2468.1,27.3,0.3,0,29.99,132.3,119.4,160.5,43.73,268.05,299.36,297.59,311.78,31.86,1325.12,1343.53,1348.05,1316.19,10.02,69.68,160.55,2333.4,15.32,16.82,87.4,3704,NaN,165.6,10.5,10,94.34,-0.01,48.2868271,-97.3315201,3.2,-0.28,14,1.69,-3.01,98,32.14,162.9,28.2,28.2,14,443.15,401.6,176.5,13.33,NaN,NaN
1668,4239,2493.5,2384.6,2471.4,33.1,0.4,0.1,29.99,132.3,119.4,160.5,43.81,267.95,299.34,297.57,311.76,31.88,1325.37,1343.39,1348.15,1316.27,9.8,69.4,160.48,2334.2,15.24,16.82,87.78,3704,NaN,164.8,10.5,10,94.96,-0.02,48.2863998,-97.3313446,3.2,-0.13,14,0.24,-2.69,99,32.06,162.2,28.2,28.2,14,493.45,204.7,176.4,13.29,NaN,NaN
1669,4240,2493.5,2385.4,2472.2,35.7,0.2,0,29.99,132.3,119.4,160.5,43.94,267.84,299.2,297.49,311.78,33.48,1325.43,1345.04,1350.44,1316.96,9.92,69.41,160.34,2354.3,15.24,16.74,89.86,3704,NaN,163.5,10,10,97.64,0.03,48.2856407,-97.3310165,3.2,0.12,14,-1.71,1.9,102,31.98,160.5,28.2,28.1,14,209.89,70.9,176.4,13.2,NaN,NaN
1673,4241,2499.5,2389.9,2476.7,43.6,0.4,0,29.99,132.3,119.4,160.5,44.15,267.73,299.2,297.47,311.88,34.37,1326.11,1345.66,1352.08,1317.71,9.98,69.88,160.29,2364.9,15.19,16.74,91.28,3704,NaN,161,10.5,10,100.14,-0.09,48.2852364,-97.3308487,3.2,0.07,14,-0.99,3.61,104,31.93,160.7,28.2,28.2,13,138.68,189,176.6,13.15,NaN,NaN
1679,4242,2507.5,2395.8,2482.5,48.9,0.3,0,29.99,132.3,119.4,160.5,44.2,267.7,299.18,297.46,311.9,34,1327.09,1346.38,1352.31,1318.31,10.09,69.9,160.24,2372,15.12,16.69,92.43,3704,NaN,163.4,10.5,10,100.38,-0.01,48.2848206,-97.3306656,3.2,0.02,14,-0.47,5.27,105,31.81,160.9,28.2,28.1,14,282.55,330.7,176.7,13.12,NaN,NaN
1686,4243,2509.5,2402.8,2489.6,54.4,0.3,0,29.99,132.3,119.4,160.5,44.3,267.27,298.76,297.05,311.57,34.19,1328.78,1346.4,1352.51,1318.32,10.08,68.98,160.2,2373,15.12,16.58,93.36,3704,NaN,162.6,10.5,10,100.82,-0.14,48.2844048,-97.3305054,3.2,0.04,14,0.26,0.85,105,31.7,161.8,28.1,28.1,14,227.26,405.5,176.8,13.08,NaN,NaN
1693,4244,2525.5,2410.1,2496.9,58.7,0.3,0,29.99,132.3,119.4,160.5,44.32,267.3,298.79,297.13,311.62,34.29,1330.06,1346.85,1353.08,1318.79,9.85,69.47,160.13,2368.2,15.15,16.64,94.02,3704,NaN,165.7,10.5,10,101.38,-0.01,48.2839851,-97.3303375,3.2,0,14,1.11,-0.15,106,31.79,161.7,28.2,28.1,14,449.84,433.1,176.9,13.04,NaN,NaN
1700,4245,2526.5,2416.4,2503.2,57.9,0.3,0,29.99,132.3,119.4,160.5,44.44,267.66,299.16,297.52,312.1,34.21,1331.16,1347.89,1354.27,1320.06,10.07,69.44,160.07,2367.6,15.15,16.47,94.37,3704,NaN,166.8,10.5,10,99.75,0.03,48.2835655,-97.3301773,3.2,-0.05,14,1.81,4.26,104,31.62,161.8,28.2,28.2,14,423.02,338.6,177.1,13,NaN,NaN
1703,4246,2529.5,2419.5,2506.3,53.5,0.4,0.1,29.99,132.3,119.4,160.5,44.47,267.28,298.76,297.13,311.75,33.69,1330.83,1348.26,1353.82,1320.13,9.95,69.5,160.01,2375,15.27,16.39,94.49,3704,NaN,166,10,10,100.3,0.04,48.2831459,-97.3300095,3.2,-0.09,14,2.43,6.04,105,31.66,162.6,28.2,28.2,14,295.54,208.7,177.5,12.96,NaN,NaN
1704,4247,2531.5,2420.5,2507.3,45.6,0.3,0,29.99,132.3,119.4,160.5,44.47,267.47,298.86,297.29,311.94,33.37,1331.17,1349.62,1353.88,1320.51,9.99,69.52,159.95,2367.6,15.36,16.31,94.3,3704,NaN,165.5,10.5,10,99.35,-0.02,48.2827148,-97.3298569,3.2,-0.07,14,3.18,0.82,104,31.67,163.3,28.1,28.1,13,234.99,153.5,178,12.9,NaN,NaN
1709,4248,2530.5,2425.4,2512.2,44.1,0.3,0,29.99,132.3,119.4,160.5,44.56,267.42,298.85,297.28,311.98,34.14,1331.66,1350.39,1354.72,1320.58,10.12,69.42,159.89,2359.2,15.48,16.31,94.14,3704,NaN,166.4,10.5,10,98.99,0,48.2822914,-97.3297043,3.2,-0.11,14,2.36,-1.59,103,31.79,163.5,28.1,28.1,14,116.57,279.5,178.5,12.83,NaN,NaN
1714,4249,2537.5,2431.2,2517.9,46.5,0.3,0,29.99,132.3,119.4,160.5,44.54,267.1,298.49,296.9,311.64,34.79,1331.71,1350.38,1354.67,1319.88,9.98,69.64,159.83,2364.9,15.48,16.21,94.18,3704,NaN,165.8,10.5,10,99.3,0,48.2818642,-97.3295517,3.2,-0.08,14,1.59,-2.96,104,31.69,163.1,28.2,28.2,14,165.53,342.5,179.1,12.74,NaN,NaN
1718,4250,2549.5,2434.8,2521.6,49.4,0.3,0.1,29.99,132.3,119.4,160.5,44.51,267.69,299.09,297.44,312.2,35.06,1332.19,1351,1355.38,1320.32,9.95,69.94,159.79,2367.6,15.65,16.13,94.33,3704,NaN,164.6,10.5,10,100.48,0,48.2814178,-97.3293839,3.2,-0.07,14,1.63,-2.97,105,31.78,162.4,28.2,28.2,14,338.02,228.3,179.7,12.64,NaN,NaN
1718,4251,2555.5,2435,2521.8,45.1,0.3,0,29.99,132.3,119.4,160.5,44.61,268.1,299.46,297.95,312.71,35.54,1333.09,1352.04,1356.12,1320.58,9.97,69.44,159.73,2375.3,15.75,16.07,94.39,3704,NaN,163.8,10.5,10,101.73,-0.03,48.2809982,-97.329216,3.2,-0.03,14,1.82,-3.24,106,31.82,161.6,28.1,28.1,14,432.71,78.7,-179.7,12.55,NaN,NaN
1714,4252,2549.5,2430.5,2517.2,34.7,0.3,0,29.99,132.3,119.4,160.5,44.6,267.5,298.75,297.25,312.1,35.21,1333.65,1351.87,1354.91,1319.7,9.94,69.77,159.61,2384.5,15.65,16.23,94.39,3704,NaN,160.7,10.5,10,101.9,-0.09,48.2802048,-97.3288803,3.2,0,14,1.52,1.35,106,31.88,161.4,28.2,28.2,13,79.12,-204.7,-178.6,12.39,NaN,NaN
1712,4253,2550.5,2428.2,2515,25.4,0.4,0.1,29.99,132.3,119.4,160.5,44.63,267.55,298.77,297.33,312.18,34.29,1334.26,1351.87,1354.36,1320.07,9.91,70.03,159.56,2385.6,15.56,16.23,94.47,3704,NaN,162.8,10.5,10,104.31,0.01,48.2797585,-97.3286972,3.2,-0.07,14,0.93,0.36,109,31.79,161.2,28.2,28.2,14,0.73,-137.8,-178.3,12.32,NaN,NaN
1709,4254,2546.5,2425.5,2512.3,15.4,0.4,0.1,29.99,132.3,119.4,160.5,44.68,268.08,299.28,297.87,312.76,34.69,1336.05,1352.35,1355.74,1321.05,9.99,69.9,159.5,2399.5,15.56,16.31,94.49,3704,NaN,163.5,10.5,10,105.44,0.01,48.2793388,-97.3285141,3.2,0,14,1.16,0.66,110,31.87,161.1,28.1,28.1,14,-62.66,-161.4,-178.1,12.27,NaN,NaN
1707,4255,2542.5,2423.8,2510.6,7.4,0.3,0,29.99,132.3,119.4,160.5,44.67,268.21,299.35,297.96,312.88,35.85,1336.2,1352.38,1357.29,1321.44,10.23,70.03,159.43,2400.8,15.51,16.47,94.55,3704,NaN,162.9,10.5,10,105.31,-0.03,48.2789268,-97.3283463,3.2,0.01,13.8,1.42,-0.35,110,31.98,161.2,28.1,28.1,14,-165.48,-114.2,-178,12.26,NaN,NaN
1707,4256,2540.5,2423.9,2510.7,4.4,0.3,0,29.99,132.3,119.4,160.5,44.63,268.01,299.03,297.72,312.64,36.31,1335.9,1352.74,1358.06,1321.75,9.96,70.33,159.37,2398.5,15.44,16.66,94.51,3704,NaN,162.8,10.5,10,104.6,-0.01,48.2784805,-97.3281555,3.2,0.01,13.8,1.48,-0.51,109,32.1,161.1,28.2,28.1,14,-157.09,-51.2,-178,12.27,NaN,NaN
1707,4257,2541.5,2423.2,2510,2.7,0.3,0,29.99,132.3,119.4,160.5,44.62,268.19,299.18,297.86,312.81,36,1336.93,1353.87,1358.45,1322.45,9.99,69.81,159.33,2402,15.39,16.66,94.43,3704,NaN,162,10,10,105.39,-0.01,48.27808,-97.32798,3.2,-0.05,13.8,1.99,-0.94,110,32.05,160.9,28.2,28.2,14,-110.29,-47.2,-178,12.31,NaN,NaN
1704,4258,2543.5,2420.5,2507.3,-4.9,0.3,0.1,29.99,132.3,119.4,160.5,44.59,268.43,299.36,298.05,313.02,35.61,1337.34,1355.48,1358.57,1322.96,10,69.83,159.29,2396.4,15.44,16.72,94.26,3704,NaN,162.5,10.5,10,104.58,0.01,48.2776375,-97.3277969,3.2,-0.1,13.8,1.49,-1.74,109,32.16,160.5,28.1,28.2,13,-12.78,-63,-178.1,12.37,NaN,NaN
1701,4259,2538.5,2417.8,2504.6,-13.3,0.3,0,29.99,132.3,119.4,160.5,44.59,268.58,299.48,298.2,313.17,35.44,1337.4,1356.24,1358.88,1323.44,10.03,70.17,159.24,2388.5,15.46,16.72,94.26,3704,NaN,162.2,10.5,10,103.46,0.02,48.2772408,-97.3276215,3.2,-0.08,13.8,0.78,-0.33,108,32.18,160,28.1,28.1,14,-57.66,-145.7,-178.2,12.44,NaN,NaN
1698,4260,2536.5,2415.1,2501.9,-19.7,0.2,0,29.99,132.3,119.4,160.5,44.54,268.76,299.58,298.37,313.3,35.51,1336.75,1356.3,1359.35,1323.84,9.96,69.83,159.18,2399,15.46,16.66,94.45,3704,NaN,161.5,10.5,10,105.03,-0.02,48.2768211,-97.3274231,3.2,-0.05,13.8,0.04,-1.99,110,32.12,159.8,28.2,28.1,14,-117.59,-157.5,-178.4,12.52,NaN,NaN
1696,4261,2536.5,2413,2499.8,-22,0.3,0,29.99,132.3,119.4,160.5,44.59,268.94,299.66,298.5,313.53,35.19,1335.71,1356.06,1359.54,1324.35,9.97,70.13,159.13,2405.1,15.51,16.66,94.78,3704,NaN,161.7,10.5,10,106.33,-0.02,48.2764015,-97.3272247,3.2,0.12,13.8,-0.34,-3.97,111,32.17,159.2,28.2,28.2,14,-71.17,-129.9,-178.6,12.62,NaN,NaN
1694,4262,2532.5,2410.7,2497.5,-19.7,0.4,0.1,29.99,132.3,119.4,160.5,44.57,269.12,299.78,298.64,313.69,34.8,1335.1,1356.03,1359.94,1325.14,9.96,69.48,159.08,2399,15.48,16.61,95.4,3704,NaN,160,10.5,10,105.26,-0.03,48.2759857,-97.3270187,3.2,-0.11,13.8,-0.9,-3.31,110,32.09,158.5,28.2,28.1,14,-146.83,-106.3,-178.8,12.73,NaN,NaN
1690,4263,2536.5,2406.8,2493.6,-21.4,0.3,0,29.99,132.3,119.4,160.5,44.51,269.33,299.91,298.8,313.84,34.9,1335.11,1355.71,1360.42,1325.52,10.03,70.27,159.01,2408.9,15.44,16.56,95.93,3704,NaN,159,10,10,107.68,-0.02,48.2755394,-97.3267899,3.2,-0.07,13.8,-0.76,0,112,32,157.7,28.1,28.1,14,-21.99,-192.9,-179,12.86,NaN,NaN
1686,4264,2520.3,2402.7,2489.5,-22.8,0.3,0,29.98,132.3,119.4,160.5,44.46,269.72,300.1,299.09,314.18,35.36,1335.38,1356.63,1362.06,1326.7,10.05,70.44,158.89,2420.3,15.44,16.56,96.86,3704,NaN,159.7,10,10,108.1,0.01,48.2747231,-97.326355,3.2,-0.01,13.8,-0.13,2.69,113,32,157.3,28.2,28.2,14,-99.63,-161.4,-179.6,13.15,NaN,NaN
